time_sec,word
177.8000,"The instrument, or combinations of instrument, are sometimes high or low."
178.0000,"The instrument, or combinations of instrument, are sometimes high or low."
178.2000,"The instrument, or combinations of instrument, are sometimes high or low."
178.4000,"The instrument, or combinations of instrument, are sometimes high or low."
178.6000,"The instrument, or combinations of instrument, are sometimes high or low."
178.8000,"The instrument, or combinations of instrument, are sometimes high or low."
179.0000,"The instrument, or combinations of instrument, are sometimes high or low."
179.2000,"The instrument, or combinations of instrument, are sometimes high or low."
179.4000,"The instrument, or combinations of instrument, are sometimes high or low."
179.6000,"The instrument, or combinations of instrument, are sometimes high or low."
179.8000,"The instrument, or combinations of instrument, are sometimes high or low."
180.0000,"The instrument, or combinations of instrument, are sometimes high or low."
180.2000,"The instrument, or combinations of instrument, are sometimes high or low."
180.4000,"The instrument, or combinations of instrument, are sometimes high or low."
180.6000,"The instrument, or combinations of instrument, are sometimes high or low."
180.8000,"The instrument, or combinations of instrument, are sometimes high or low."
181.0000,"The instrument, or combinations of instrument, are sometimes high or low."
181.2000,"The instrument, or combinations of instrument, are sometimes high or low."
181.4000,"The instrument, or combinations of instrument, are sometimes high or low."
181.6000,"The instrument, or combinations of instrument, are sometimes high or low."
181.8000,"The instrument, or combinations of instrument, are sometimes high or low."
182.0000,"The instrument, or combinations of instrument, are sometimes high or low."
182.2000,
182.4000,
182.6000,
182.8000,
183.0000,
183.2000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
183.4000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
183.6000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
183.8000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
184.0000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
184.2000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
184.4000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
184.6000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
184.8000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
185.0000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
185.2000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
185.4000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
185.6000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
185.8000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
186.0000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
186.2000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
186.4000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
186.6000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
186.8000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
187.0000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
187.2000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
187.4000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
187.6000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
187.8000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
188.0000,"The instrument, called the glockenspiel or sometimes orchestra bells, is high."
188.2000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
188.4000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
188.6000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
188.8000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
189.0000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
189.2000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
189.4000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
189.6000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
189.8000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
190.0000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
190.2000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
190.4000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
190.6000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
190.8000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
191.0000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
191.2000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
191.4000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
191.6000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
191.8000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
192.0000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
192.2000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
192.4000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
192.6000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
192.8000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
193.0000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
193.2000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
193.4000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
193.6000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
193.8000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
194.0000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
194.2000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
194.4000,called the glockenspiel or sometimes orchestra bells is high. Let's do one
194.6000,more. Here comes your last instrument.
194.8000,more. Here comes your last instrument.
195.0000,more. Here comes your last instrument.
195.2000,more. Here comes your last instrument.
195.4000,more. Here comes your last instrument.
195.6000,more. Here comes your last instrument.
195.8000,more. Here comes your last instrument.
196.0000,more. Here comes your last instrument.
196.2000,more. Here comes your last instrument.
196.4000,more. Here comes your last instrument.
196.6000,more. Here comes your last instrument.
196.8000,more. Here comes your last instrument.
197.0000,more. Here comes your last instrument.
197.2000,more. Here comes your last instrument.
197.4000,more. Here comes your last instrument.
197.6000,more. Here comes your last instrument.
197.8000,more. Here comes your last instrument.
198.0000,more. Here comes your last instrument.
198.2000,more. Here comes your last instrument.
198.4000,more. Here comes your last instrument.
198.6000,more. Here comes your last instrument.
198.8000,more. Here comes your last instrument.
199.0000,
199.2000,
199.4000,
199.6000,
199.8000,
200.0000,
200.2000,
200.4000,
200.6000,
200.8000,
201.0000,
201.2000,
201.4000,
201.6000,
201.8000,
202.0000,
202.2000,
202.4000,
202.6000,
202.8000,
203.0000,
203.2000,
203.4000,
203.6000,
203.8000,
204.0000,
204.2000,
204.4000,
204.6000,
204.8000,
205.0000,
205.2000,
205.4000,
205.6000,
205.8000,
206.0000,
206.2000,
206.4000,
206.6000,
206.8000,
207.0000,
207.2000,
207.4000,
207.6000,
207.8000,
208.0000,
208.2000,
208.4000,
208.6000,
208.8000,"That instrument, the tuba, made a low sound."
209.0000,"That instrument, the tuba, made a low sound."
209.2000,"That instrument, the tuba, made a low sound."
209.4000,"That instrument, the tuba, made a low sound."
209.6000,"That instrument, the tuba, made a low sound."
209.8000,"That instrument, the tuba, made a low sound."
210.0000,"That instrument, the tuba, made a low sound."
210.2000,"That instrument, the tuba, made a low sound."
210.4000,"That instrument, the tuba, made a low sound."
210.6000,"That instrument, the tuba, made a low sound."
210.8000,"That instrument, the tuba, made a low sound."
211.0000,"That instrument, the tuba, made a low sound."
211.2000,"That instrument, the tuba, made a low sound."
211.4000,"That instrument, the tuba, made a low sound."
211.6000,"That instrument, the tuba, made a low sound."
211.8000,"That instrument, the tuba, made a low sound."
212.0000,"That instrument, the tuba, made a low sound."
212.2000,"That instrument, the tuba, made a low sound."
212.4000,"That instrument, the tuba, made a low sound."
212.6000,"That instrument, the tuba, made a low sound."
212.8000,"That instrument, the tuba, made a low sound."
213.0000,"That instrument, the tuba, made a low sound."
213.2000,"That instrument, the tuba, made a low sound."
213.4000,"That instrument, the tuba, made a low sound."
213.6000,"That instrument, the tuba, made a low sound."
213.8000,"That instrument, the tuba, made a low sound."
214.0000,"That instrument, the tuba, made a low sound."
214.2000,"That instrument, the tuba, made a low sound."
214.4000,"That instrument, the tuba, made a low sound."
214.6000,"That instrument, the tuba, made a low sound."
214.8000,"That instrument, the tuba, made a low sound."
215.0000,The tuba is the lowest instrument in the brass family. So how can you remember
215.2000,The tuba is the lowest instrument in the brass family. So how can you remember
215.4000,The tuba is the lowest instrument in the brass family. So how can you remember
215.6000,The tuba is the lowest instrument in the brass family. So how can you remember
215.8000,The tuba is the lowest instrument in the brass family. So how can you remember
216.0000,The tuba is the lowest instrument in the brass family. So how can you remember
216.2000,The tuba is the lowest instrument in the brass family. So how can you remember
216.4000,The tuba is the lowest instrument in the brass family. So how can you remember
216.6000,The tuba is the lowest instrument in the brass family. So how can you remember
216.8000,The tuba is the lowest instrument in the brass family. So how can you remember
217.0000,The tuba is the lowest instrument in the brass family. So how can you remember
217.2000,The tuba is the lowest instrument in the brass family. So how can you remember
217.4000,The tuba is the lowest instrument in the brass family. So how can you remember
217.6000,The tuba is the lowest instrument in the brass family. So how can you remember
217.8000,The tuba is the lowest instrument in the brass family. So how can you remember
218.0000,The tuba is the lowest instrument in the brass family. So how can you remember
218.2000,The tuba is the lowest instrument in the brass family. So how can you remember
218.4000,The tuba is the lowest instrument in the brass family. So how can you remember
218.6000,The tuba is the lowest instrument in the brass family. So how can you remember
218.8000,The tuba is the lowest instrument in the brass family. So how can you remember
219.0000,The tuba is the lowest instrument in the brass family. So how can you remember
219.2000,The tuba is the lowest instrument in the brass family. So how can you remember
219.4000,The tuba is the lowest instrument in the brass family. So how can you remember
219.6000,The tuba is the lowest instrument in the brass family. So how can you remember
219.8000,The tuba is the lowest instrument in the brass family. So how can you remember
220.0000,The tuba is the lowest instrument in the brass family. So how can you remember
220.2000,The tuba is the lowest instrument in the brass family. So how can you remember
220.4000,The tuba is the lowest instrument in the brass family. So how can you remember
220.6000,The tuba is the lowest instrument in the brass family. So how can you remember
220.8000,The tuba is the lowest instrument in the brass family. So how can you remember
221.0000,The tuba is the lowest instrument in the brass family. So how can you remember
221.2000,The tuba is the lowest instrument in the brass family. So how can you remember
221.4000,The tuba is the lowest instrument in the brass family. So how can you remember
221.6000,The tuba is the lowest instrument in the brass family. So how can you remember
221.8000,The tuba is the lowest instrument in the brass family. So how can you remember
222.0000,The tuba is the lowest instrument in the brass family. So how can you remember
222.2000,The tuba is the lowest instrument in the brass family. So how can you remember
222.4000,which instruments are high and which instruments are low? One good way to
222.6000,which instruments are high and which instruments are low? One good way to
222.8000,which instruments are high and which instruments are low? One good way to
223.0000,which instruments are high and which instruments are low? One good way to
223.2000,which instruments are high and which instruments are low? One good way to
223.4000,which instruments are high and which instruments are low? One good way to
223.6000,which instruments are high and which instruments are low? One good way to
223.8000,which instruments are high and which instruments are low? One good way to
224.0000,which instruments are high and which instruments are low? One good way to
224.2000,which instruments are high and which instruments are low? One good way to
224.4000,which instruments are high and which instruments are low? One good way to
224.6000,which instruments are high and which instruments are low? One good way to
224.8000,which instruments are high and which instruments are low? One good way to
225.0000,which instruments are high and which instruments are low? One good way to
225.2000,which instruments are high and which instruments are low? One good way to
225.4000,which instruments are high and which instruments are low? One good way to
225.6000,which instruments are high and which instruments are low? One good way to
225.8000,which instruments are high and which instruments are low? One good way to
226.0000,which instruments are high and which instruments are low? One good way to
226.2000,which instruments are high and which instruments are low? One good way to
226.4000,which instruments are high and which instruments are low? One good way to
226.6000,which instruments are high and which instruments are low? One good way to
226.8000,which instruments are high and which instruments are low? One good way to
227.0000,which instruments are high and which instruments are low? One good way to
227.2000,"remember is this phrase, the bigger the instrument the lower the sound. That"
227.4000,"remember is this phrase, the bigger the instrument the lower the sound. That"
227.6000,"remember is this phrase, the bigger the instrument the lower the sound. That"
227.8000,"remember is this phrase, the bigger the instrument the lower the sound. That"
228.0000,"remember is this phrase, the bigger the instrument the lower the sound. That"
228.2000,"remember is this phrase, the bigger the instrument the lower the sound. That"
228.4000,"remember is this phrase, the bigger the instrument the lower the sound. That"
228.6000,"remember is this phrase, the bigger the instrument the lower the sound. That"
228.8000,"remember is this phrase, the bigger the instrument the lower the sound. That"
229.0000,"remember is this phrase, the bigger the instrument the lower the sound. That"
229.2000,"remember is this phrase, the bigger the instrument the lower the sound. That"
229.4000,"remember is this phrase, the bigger the instrument the lower the sound. That"
229.6000,"remember is this phrase, the bigger the instrument the lower the sound. That"
229.8000,"remember is this phrase, the bigger the instrument the lower the sound. That"
230.0000,"remember is this phrase, the bigger the instrument the lower the sound. That"
230.2000,"remember is this phrase, the bigger the instrument the lower the sound. That"
230.4000,"remember is this phrase, the bigger the instrument the lower the sound. That"
230.6000,"remember is this phrase, the bigger the instrument the lower the sound. That"
230.8000,"remember is this phrase, the bigger the instrument the lower the sound. That"
231.0000,"remember is this phrase, the bigger the instrument the lower the sound. That"
231.2000,"remember is this phrase, the bigger the instrument the lower the sound. That"
231.4000,"remember is this phrase, the bigger the instrument the lower the sound. That"
231.6000,"remember is this phrase, the bigger the instrument the lower the sound. That"
231.8000,"remember is this phrase, the bigger the instrument the lower the sound. That"
232.0000,"remember is this phrase, the bigger the instrument the lower the sound. That"
232.2000,"remember is this phrase, the bigger the instrument the lower the sound. That"
232.4000,"remember is this phrase, the bigger the instrument the lower the sound. That"
232.6000,"remember is this phrase, the bigger the instrument the lower the sound. That"
232.8000,"remember is this phrase, the bigger the instrument the lower the sound. That"
233.0000,"remember is this phrase, the bigger the instrument the lower the sound. That"
233.2000,"remember is this phrase, the bigger the instrument the lower the sound. That"
233.4000,"remember is this phrase, the bigger the instrument the lower the sound. That"
233.6000,"remember is this phrase, the bigger the instrument the lower the sound. That"
233.8000,"remember is this phrase, the bigger the instrument the lower the sound. That"
234.0000,"remember is this phrase, the bigger the instrument the lower the sound. That"
234.2000,"remember is this phrase, the bigger the instrument the lower the sound. That"
234.4000,"remember is this phrase, the bigger the instrument the lower the sound. That"
234.6000,"remember is this phrase, the bigger the instrument the lower the sound. That"
234.8000,"remember is this phrase, the bigger the instrument the lower the sound. That"
235.0000,means the opposite is also true. The smaller the instrument the higher the
235.2000,means the opposite is also true. The smaller the instrument the higher the
235.4000,means the opposite is also true. The smaller the instrument the higher the
235.6000,means the opposite is also true. The smaller the instrument the higher the
235.8000,means the opposite is also true. The smaller the instrument the higher the
236.0000,means the opposite is also true. The smaller the instrument the higher the
236.2000,means the opposite is also true. The smaller the instrument the higher the
236.4000,means the opposite is also true. The smaller the instrument the higher the
236.6000,means the opposite is also true. The smaller the instrument the higher the
236.8000,means the opposite is also true. The smaller the instrument the higher the
237.0000,means the opposite is also true. The smaller the instrument the higher the
237.2000,means the opposite is also true. The smaller the instrument the higher the
237.4000,means the opposite is also true. The smaller the instrument the higher the
237.6000,means the opposite is also true. The smaller the instrument the higher the
237.8000,means the opposite is also true. The smaller the instrument the higher the
238.0000,means the opposite is also true. The smaller the instrument the higher the
238.2000,means the opposite is also true. The smaller the instrument the higher the
238.4000,means the opposite is also true. The smaller the instrument the higher the
238.6000,means the opposite is also true. The smaller the instrument the higher the
238.8000,means the opposite is also true. The smaller the instrument the higher the
239.0000,means the opposite is also true. The smaller the instrument the higher the
239.2000,means the opposite is also true. The smaller the instrument the higher the
239.4000,means the opposite is also true. The smaller the instrument the higher the
239.6000,means the opposite is also true. The smaller the instrument the higher the
239.8000,means the opposite is also true. The smaller the instrument the higher the
240.0000,means the opposite is also true. The smaller the instrument the higher the
240.2000,
240.4000,
240.6000,
240.8000,
241.0000,
241.2000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
241.4000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
241.6000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
241.8000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
242.0000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
242.2000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
242.4000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
242.6000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
242.8000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
243.0000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
243.2000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
243.4000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
243.6000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
243.8000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
244.0000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
244.2000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
244.4000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
244.6000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
244.8000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
245.0000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
245.2000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
245.4000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
245.6000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
245.8000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
246.0000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
246.2000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
246.4000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
246.6000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
246.8000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
247.0000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
247.2000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
247.4000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
247.6000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
247.8000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
248.0000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
248.2000,"Look at these two instruments, the tuba and the flute. The tuba is big, the flute"
248.4000,is small. Which one do you think makes the lower sound? Point to the instrument
248.6000,is small. Which one do you think makes the lower sound? Point to the instrument
248.8000,is small. Which one do you think makes the lower sound? Point to the instrument
249.0000,is small. Which one do you think makes the lower sound? Point to the instrument
249.2000,is small. Which one do you think makes the lower sound? Point to the instrument
249.4000,is small. Which one do you think makes the lower sound? Point to the instrument
249.6000,is small. Which one do you think makes the lower sound? Point to the instrument
249.8000,is small. Which one do you think makes the lower sound? Point to the instrument
250.0000,is small. Which one do you think makes the lower sound? Point to the instrument
250.2000,is small. Which one do you think makes the lower sound? Point to the instrument
250.4000,is small. Which one do you think makes the lower sound? Point to the instrument
250.6000,is small. Which one do you think makes the lower sound? Point to the instrument
250.8000,is small. Which one do you think makes the lower sound? Point to the instrument
251.0000,is small. Which one do you think makes the lower sound? Point to the instrument
251.2000,is small. Which one do you think makes the lower sound? Point to the instrument
251.4000,is small. Which one do you think makes the lower sound? Point to the instrument
251.6000,is small. Which one do you think makes the lower sound? Point to the instrument
251.8000,is small. Which one do you think makes the lower sound? Point to the instrument
252.0000,is small. Which one do you think makes the lower sound? Point to the instrument
252.2000,is small. Which one do you think makes the lower sound? Point to the instrument
252.4000,is small. Which one do you think makes the lower sound? Point to the instrument
252.6000,is small. Which one do you think makes the lower sound? Point to the instrument
252.8000,is small. Which one do you think makes the lower sound? Point to the instrument
253.0000,is small. Which one do you think makes the lower sound? Point to the instrument
253.2000,is small. Which one do you think makes the lower sound? Point to the instrument
253.4000,is small. Which one do you think makes the lower sound? Point to the instrument
253.6000,is small. Which one do you think makes the lower sound? Point to the instrument
253.8000,is small. Which one do you think makes the lower sound? Point to the instrument
254.0000,is small. Which one do you think makes the lower sound? Point to the instrument
254.2000,is small. Which one do you think makes the lower sound? Point to the instrument
254.4000,is small. Which one do you think makes the lower sound? Point to the instrument
254.6000,is small. Which one do you think makes the lower sound? Point to the instrument
254.8000,is small. Which one do you think makes the lower sound? Point to the instrument
255.0000,is small. Which one do you think makes the lower sound? Point to the instrument
255.2000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
255.4000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
255.6000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
255.8000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
256.0000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
256.2000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
256.4000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
256.6000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
256.8000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
257.0000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
257.2000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
257.4000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
257.6000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
257.8000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
258.0000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
258.2000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
258.4000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
258.6000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
258.8000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
259.0000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
259.2000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
259.4000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
259.6000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
259.8000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
260.0000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
260.2000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
260.4000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
260.6000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
260.8000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
261.0000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
261.2000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
261.4000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
261.6000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
261.8000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
262.0000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
262.2000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
262.4000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
262.6000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
262.8000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
263.0000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
263.2000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
263.4000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
263.6000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
263.8000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
264.0000,"that you think makes the lower sound. The tuba makes the lower sound. Remember, the"
264.2000,bigger the instrument the lower the sound. Great listening today. See you next
264.4000,bigger the instrument the lower the sound. Great listening today. See you next
264.6000,bigger the instrument the lower the sound. Great listening today. See you next
264.8000,bigger the instrument the lower the sound. Great listening today. See you next
265.0000,bigger the instrument the lower the sound. Great listening today. See you next
265.2000,bigger the instrument the lower the sound. Great listening today. See you next
265.4000,bigger the instrument the lower the sound. Great listening today. See you next
265.6000,bigger the instrument the lower the sound. Great listening today. See you next
265.8000,bigger the instrument the lower the sound. Great listening today. See you next
266.0000,bigger the instrument the lower the sound. Great listening today. See you next
266.2000,bigger the instrument the lower the sound. Great listening today. See you next
266.4000,bigger the instrument the lower the sound. Great listening today. See you next
266.6000,bigger the instrument the lower the sound. Great listening today. See you next
266.8000,bigger the instrument the lower the sound. Great listening today. See you next
267.0000,bigger the instrument the lower the sound. Great listening today. See you next
267.2000,bigger the instrument the lower the sound. Great listening today. See you next
267.4000,bigger the instrument the lower the sound. Great listening today. See you next
267.6000,bigger the instrument the lower the sound. Great listening today. See you next
267.8000,bigger the instrument the lower the sound. Great listening today. See you next
268.0000,bigger the instrument the lower the sound. Great listening today. See you next
268.2000,bigger the instrument the lower the sound. Great listening today. See you next
268.4000,bigger the instrument the lower the sound. Great listening today. See you next
268.6000,bigger the instrument the lower the sound. Great listening today. See you next
268.8000,bigger the instrument the lower the sound. Great listening today. See you next
269.0000,bigger the instrument the lower the sound. Great listening today. See you next
269.2000,bigger the instrument the lower the sound. Great listening today. See you next
269.4000,bigger the instrument the lower the sound. Great listening today. See you next
269.6000,time.
269.8000,time.
270.0000,time.
270.2000,time.
270.4000,time.
270.6000,time.
270.8000,time.
271.0000,time.
271.2000,time.
271.4000,time.
271.6000,time.
