Term,worry,OrdinalClass,MajorityLabel
immunosuppression,1.67,2,2
hassle,1.67,2,2
injuriously,1.67,2,2
untrusting,1.67,2,1
dilly,1.67,2,2
spammer,1.67,2,2
risk,1.67,2,2
acrimony,1.67,2,2
morbidity,1.67,2,3
inebriation,1.67,2,2
startler,1.67,2,2
scorpion,1.65,2,1
sorrowful,1.65,2,3
syringe,1.65,2,2
eavesdropping,1.65,2,1
disappointment,1.64,2,2
segregation,1.64,2,2
nondemocratic,1.64,2,2
dissimulation,1.64,2,2
shyster,1.64,2,2
severer,1.64,2,2
decompensation,1.64,2,2
disenfranchise,1.64,2,2
slump,1.64,2,1
trounce,1.64,2,2
hardship,1.64,2,2
infighting,1.64,2,2
urgency,1.64,2,2
hyperthermia,1.64,2,2
disorientate,1.64,2,2
storming,1.63,2,1
incubus,1.62,2,2
bandit,1.62,2,1
flak,1.62,2,2
jostle,1.62,2,2
discourage,1.62,2,2
delinquent,1.62,2,2
sinning,1.62,2,2
disheartened,1.62,2,2
eradicative,1.62,2,2
berserk,1.62,2,2
hangover,1.62,2,2
inauspicious,1.62,2,2
blamed,1.62,2,2
deprivation,1.62,2,2
melee,1.62,2,2
feverous,1.62,2,2
ashamed,1.62,2,1
hashish,1.62,2,2
woeful,1.62,2,2
tinnitus,1.62,2,2
blackball,1.62,2,2
impulsiveness,1.62,2,1
ballooner,1.62,2,3
perspire,1.62,2,2
crapshoot,1.62,2,2
emasculatory,1.62,2,3
hurting,1.62,2,2
putridly,1.62,2,3
autocratic,1.62,2,2
fearfully,1.62,2,2
addictive,1.62,2,2
injurer,1.62,2,3
boozed,1.62,2,1
dominated,1.62,2,1
incineration,1.62,2,2
stifled,1.62,2,2
blusterer,1.62,2,2
jerkiness,1.62,2,2
annoys,1.62,2,2
contaminant,1.62,2,2
projectiles,1.62,2,2
typhus,1.62,2,3
intoxicator,1.62,2,2
gravedigger,1.62,2,3
defeated,1.62,2,2
daredevilry,1.62,2,2
bombast,1.62,2,2
impassable,1.62,2,2
assailable,1.62,2,2
dreariness,1.62,2,2
intrude,1.62,2,2
shank,1.62,2,3
exile,1.62,2,2
jackhammer,1.62,2,2
brothel,1.62,2,1
equivocator,1.62,2,2
slayer,1.62,2,1
foe,1.62,2,3
ransom,1.62,2,2
instable,1.62,2,2
blame,1.62,2,2
shipwreck,1.62,2,2
rowdy,1.62,2,2
hazardousness,1.62,2,2
ineptness,1.62,2,2
overheated,1.62,2,2
strep,1.62,2,2
dramaqueen,1.62,2,2
witchery,1.62,2,2
pyrotechnically,1.62,2,3
shite,1.62,2,3
cockhead,1.62,2,3
bedsore,1.61,2,2
defamatory,1.61,2,1
pitiful,1.6,2,2
trembler,1.6,2,2
druggy,1.6,2,2
overdraft,1.6,2,2
jumpiness,1.6,2,2
understaffed,1.6,2,2
ungratefulness,1.6,2,2
admonishment,1.6,2,2
repudiator,1.6,2,1
handcuff,1.6,2,2
orc,1.6,2,2
spirally,1.6,2,2
ashamedly,1.6,2,2
sarcoma,1.6,2,3
disquietedly,1.6,2,1
jeer,1.6,2,2
extrapolation,1.6,2,2
spectra,1.6,2,2
picketing,1.6,2,2
irresoluteness,1.6,2,2
bitterly,1.6,2,2
backfired,1.6,2,2
bogey,1.6,2,2
irritates,1.6,2,1
trifler,1.6,2,2
douche,1.6,2,2
aortic,1.6,2,2
gatecrash,1.6,2,2
complication,1.6,2,2
gahhh,1.6,2,2
coerce,1.6,2,2
vigilantism,1.6,2,2
subjection,1.6,2,2
henchman,1.6,2,2
inadequacy,1.6,2,1
parachutist,1.6,2,2
incoherency,1.6,2,2
shivering,1.6,2,2
ghoul,1.6,2,2
icky,1.6,2,2
unfaithful,1.6,2,1
unreason,1.6,2,2
incohesion,1.6,2,3
embroilment,1.6,2,2
twitchiness,1.6,2,2
collude,1.6,2,2
tatter,1.6,2,2
judgmental,1.6,2,2
headcheese,1.6,2,2
exploitive,1.6,2,2
catalyses,1.6,2,2
warring,1.6,2,2
corruptness,1.6,2,1
jailbait,1.6,2,2
grievance,1.6,2,3
seized,1.6,2,2
rockiness,1.6,2,2
dysfunctional,1.6,2,2
gnash,1.6,2,2
unfed,1.6,2,2
overexertion,1.6,2,2
unpractical,1.6,2,3
wrangle,1.6,2,2
radioactive,1.6,2,2
sponged,1.6,2,2
boor,1.6,2,2
daunt,1.6,2,2
fighting,1.6,2,2
infiltrate,1.6,2,2
freaky,1.6,2,2
worry,1.6,2,2
traitorously,1.6,2,2
broody,1.6,2,2
divisive,1.6,2,2
insatiability,1.6,2,1
injuring,1.6,2,2
extortionate,1.6,2,2
lecherous,1.6,2,2
starling,1.6,2,2
convictable,1.6,2,2
demeaning,1.6,2,2
misleader,1.6,2,2
enemies,1.6,2,2
overreaction,1.6,2,2
stammer,1.6,2,2
disruption,1.6,2,2
deceptive,1.6,2,2
writhed,1.6,2,2
fitful,1.6,2,2
conspire,1.6,2,2
picklock,1.6,2,2
untamable,1.6,2,2
bolshevism,1.6,2,3
betrothal,1.6,2,2
loser,1.6,2,2
squirminess,1.6,2,2
thunderous,1.6,2,2
barbarize,1.6,2,3
dojo,1.6,2,2
edge,1.6,2,3
perjurer,1.6,2,2
putridity,1.6,2,3
wrestle,1.6,2,3
escapism,1.6,2,2
evictor,1.6,2,2
overdramatic,1.6,2,2
dismay,1.6,2,2
glyph,1.6,2,2
undiplomatic,1.6,2,2
existential,1.6,2,3
injuries,1.6,2,2
rucksack,1.6,2,2
discourtesy,1.6,2,1
swam,1.6,2,2
vandalism,1.6,2,2
snide,1.6,2,2
blare,1.6,2,2
nerves,1.6,2,2
shunned,1.6,2,2
depersonalization,1.6,2,2
conflictive,1.6,2,2
waypoint,1.6,2,2
deteriorative,1.6,2,2
deprecator,1.6,2,3
dislocated,1.6,2,2
shoplift,1.6,2,2
pyrotechnics,1.6,2,2
dysmorphic,1.6,2,2
aversion,1.6,2,1
hotbox,1.6,2,2
infatuate,1.6,2,2
abnormality,1.6,2,2
interviewee,1.6,2,3
disrupting,1.6,2,2
extremist,1.6,2,2
syphilis,1.6,2,2
incursion,1.59,2,2
cowardice,1.59,2,1
conquerer,1.59,2,3
obtrusive,1.58,2,2
retrogression,1.58,2,2
exhaustion,1.58,2,2
sleepless,1.58,2,1
vehemence,1.58,2,2
inclemency,1.58,2,2
autopsy,1.58,2,2
inexorably,1.58,2,1
harsh,1.57,2,2
embattlement,1.57,2,2
overemphatic,1.57,2,2
besmirch,1.57,2,2
excessively,1.57,2,2
clampdown,1.57,2,2
chloroform,1.57,2,3
slamming,1.57,2,2
twitchily,1.57,2,2
fml,1.57,2,3
herniated,1.57,2,2
accusatory,1.57,2,1
substandard,1.57,2,2
mononucleosis,1.57,2,2
unsubtle,1.57,2,2
irrationally,1.57,2,2
burdened,1.57,2,2
reinitiate,1.57,2,2
wickedness,1.57,2,2
arrestee,1.57,2,2
graveside,1.57,2,2
berserker,1.57,2,2
eugenics,1.57,2,3
offensive,1.57,2,2
unforgivably,1.57,2,2
tightrope,1.57,2,2
unorganized,1.57,2,2
slitting,1.57,2,2
conspired,1.57,2,2
sketchiness,1.57,2,2
destructible,1.57,2,2
blameworthy,1.57,2,1
disappointer,1.57,2,3
stormily,1.57,2,2
distemper,1.57,2,2
bipolar,1.57,2,2
grabbing,1.57,2,3
thieving,1.57,2,2
overzealously,1.57,2,2
sciatica,1.57,2,2
reproach,1.57,2,2
retard,1.57,2,2
hectically,1.57,2,2
overdramatically,1.57,2,3
sickliness,1.57,2,2
screwyou,1.57,2,3
roust,1.57,2,2
compulsivity,1.57,2,2
pitiable,1.57,2,2
unpleasantly,1.57,2,1
exhibitionist,1.57,2,2
newsflash,1.57,2,2
shellacking,1.57,2,2
erratically,1.57,2,2
inaccessible,1.57,2,3
churlish,1.57,2,2
dialysis,1.57,2,2
revolt,1.57,2,2
dilemma,1.57,2,2
disagreeably,1.57,2,2
petulance,1.57,2,2
spookily,1.57,2,1
misled,1.57,2,2
taunt,1.57,2,2
sorely,1.57,2,2
measles,1.57,2,3
wartime,1.57,2,2
adhd,1.57,2,2
plaintively,1.57,2,3
icebound,1.57,2,2
compulsive,1.57,2,2
venereal,1.57,2,2
confiscate,1.57,2,2
brutalism,1.57,2,3
scribbled,1.57,2,2
repressively,1.57,2,2
guzzler,1.57,2,2
blares,1.57,2,2
freeload,1.57,2,2
brainwashed,1.57,2,2
safebreaker,1.57,2,3
scalpel,1.57,2,2
rebuke,1.57,2,2
feelingdown,1.57,2,1
inquisitional,1.57,2,2
undesirable,1.57,2,2
unpardonably,1.57,2,2
disturbed,1.57,2,2
forlornly,1.57,2,1
procrastinator,1.57,2,2
inhospitable,1.57,2,2
insult,1.57,2,2
spinout,1.57,2,2
inferiority,1.57,2,1
unrelenting,1.57,2,2
adversarial,1.57,2,2
immodestly,1.57,2,3
paramilitary,1.57,2,2
disorganization,1.56,2,2
fainthearted,1.56,2,2
mismanagement,1.56,2,2
avoidance,1.56,2,2
impatient,1.56,2,2
deplore,1.56,2,2
projectile,1.56,2,3
coward,1.56,2,2
unpleasantness,1.56,2,2
unworthiness,1.56,2,1
inciter,1.56,2,2
accident,1.56,2,2
squirm,1.56,2,2
energetic,1.56,2,2
purge,1.56,2,2
gout,1.56,2,2
trial,1.56,2,2
deceptiveness,1.56,2,2
ultimatum,1.56,2,2
expose,1.56,2,2
alienate,1.56,2,2
flying,1.56,2,2
obfuscation,1.56,2,2
rapaciousness,1.56,2,1
undesired,1.56,2,1
malabsorption,1.56,2,2
perpetrate,1.56,2,2
damageability,1.56,2,3
chaotically,1.56,2,2
evildoing,1.56,2,2
mistrust,1.56,2,2
dogsick,1.56,2,2
blast,1.56,2,2
annoying,1.56,2,1
guerilla,1.56,2,2
overexert,1.56,2,2
looter,1.56,2,2
sweatiness,1.56,2,2
surcharge,1.56,2,1
evasive,1.56,2,1
patricidal,1.56,2,1
discouragement,1.56,2,2
rattle,1.56,2,2
overcharged,1.56,2,2
cumbersome,1.56,2,2
criticized,1.56,2,2
destroyer,1.56,2,2
quagmire,1.56,2,2
litigation,1.56,2,2
vulture,1.56,2,1
contagious,1.56,2,2
odiousness,1.56,2,2
filthiness,1.56,2,2
onerous,1.56,2,2
unmanly,1.56,2,2
felon,1.56,2,2
precipitous,1.56,2,2
audacity,1.56,2,2
enfeebled,1.56,2,2
fecal,1.56,2,2
overanalyze,1.56,2,2
obtrusiveness,1.56,2,2
intolerance,1.56,2,2
squalor,1.56,2,2
wince,1.56,2,2
angrytweet,1.56,2,1
lying,1.56,2,2
prejudicial,1.56,2,2
disquieted,1.56,2,2
strenuous,1.56,2,2
ostracized,1.56,2,2
breakdown,1.56,2,2
pompous,1.56,2,2
daring,1.56,2,2
irritably,1.56,2,2
censor,1.56,2,2
try,1.56,2,3
gale,1.56,2,1
tonsillectomy,1.56,2,2
laryngoscopy,1.56,2,3
abortion,1.56,2,1
degrade,1.56,2,1
cunnilingus,1.56,2,3
clutches,1.56,2,3
instigate,1.56,2,2
unpreventable,1.56,2,2
bruiser,1.56,2,1
arouse,1.56,2,2
surge,1.56,2,2
cardiomyopathy,1.56,2,2
shoved,1.56,2,2
rejected,1.56,2,2
disparagement,1.56,2,2
faintheartedly,1.56,2,2
unrealistic,1.56,2,2
shiftiness,1.56,2,2
salaciously,1.56,2,3
rearmament,1.56,2,2
avaricious,1.56,2,2
captor,1.56,2,2
confuse,1.56,2,2
bastardize,1.56,2,2
haywire,1.56,2,2
juggernaut,1.56,2,2
ailment,1.56,2,2
bizarre,1.56,2,2
colonialism,1.56,2,2
dagger,1.55,2,1
confrontation,1.55,2,1
infringe,1.55,2,2
inflammably,1.54,2,2
formidability,1.54,2,2
roughhouse,1.54,2,2
sucking,1.54,2,1
damage,1.54,2,2
pretentious,1.54,2,2
hurry,1.54,2,2
jerky,1.54,2,1
crucial,1.54,2,1
faze,1.54,2,1
contortion,1.54,2,2
grotesque,1.54,2,2
overcapacity,1.54,2,2
parasitism,1.54,2,2
nervy,1.54,2,1
bizarreness,1.53,2,2
impiety,1.53,2,2
doldrums,1.52,2,1
armed,1.52,2,2
inflationism,1.5,2,2
confrontational,1.5,2,2
liquidate,1.5,2,2
distention,1.5,2,3
blacklist,1.5,2,2
discouraging,1.5,2,2
hypothyroid,1.5,2,2
offensively,1.5,2,2
culpable,1.5,2,2
overconcentration,1.5,2,2
misallocation,1.5,2,2
apparition,1.5,2,3
feebleness,1.5,2,2
preholiday,1.5,2,2
itchy,1.5,2,2
streetwalker,1.5,2,2
blubbery,1.5,2,2
conscription,1.5,2,2
slimy,1.5,2,2
chiseler,1.5,2,2
rogue,1.5,2,2
intrusion,1.5,2,2
sclerosis,1.5,2,2
unexpected,1.5,2,2
tighten,1.5,2,2
dogmatic,1.5,2,2
reoffend,1.5,2,2
whorishly,1.5,2,2
adulteration,1.5,2,2
unreasonable,1.5,2,2
yapping,1.5,2,2
crypt,1.5,2,2
lacerated,1.5,2,2
deport,1.5,2,2
memorization,1.5,2,2
conquest,1.5,2,2
disparager,1.5,2,2
incriminate,1.5,2,2
asthmatic,1.5,2,2
ignite,1.5,2,2
diarrhea,1.5,2,2
expectation,1.5,2,2
withering,1.5,2,2
cautioner,1.5,2,2
poignantly,1.5,2,2
minesweeper,1.5,2,2
perverse,1.5,2,2
furtively,1.5,2,2
restrictive,1.5,2,2
bigoted,1.5,2,2
stumbled,1.5,2,2
cheatable,1.5,2,1
parasail,1.5,2,2
disappointing,1.5,2,2
obsessed,1.5,2,2
buried,1.5,2,2
elective,1.5,2,2
spies,1.5,2,3
hellbender,1.5,2,2
snapped,1.5,2,2
exploitation,1.5,2,2
exhume,1.5,2,2
omen,1.5,2,1
bluebottle,1.5,2,2
wreckage,1.5,2,2
grotesqueness,1.5,2,2
defacement,1.5,2,2
plummet,1.5,2,2
warped,1.5,2,1
antipsychotic,1.5,2,3
wary,1.5,2,2
abolitionary,1.5,2,2
clowns,1.5,2,2
jerks,1.5,2,2
snafu,1.5,2,2
lupus,1.5,2,2
temptation,1.5,2,2
inflammation,1.5,2,2
shabby,1.5,2,2
madly,1.5,2,2
deluded,1.5,2,2
disturbance,1.5,2,2
hairstylist,1.5,2,2
temperamental,1.5,2,2
retrenchment,1.5,2,2
lambaste,1.5,2,2
fetid,1.5,2,2
manfully,1.5,2,2
shrill,1.5,2,2
hardboiled,1.5,2,2
mobster,1.5,2,2
destroy,1.5,2,2
irrationality,1.5,2,2
squeezed,1.5,2,2
climactic,1.5,2,2
misadvised,1.5,2,2
unstaunched,1.5,2,2
haggard,1.5,2,2
thrown,1.5,2,2
backboneless,1.5,2,2
unhealthiness,1.5,2,2
condemnatory,1.5,2,2
insubordinate,1.5,2,2
roadblock,1.5,2,2
gullible,1.5,2,2
gang,1.5,2,2
televangelism,1.5,2,2
inflexibility,1.5,2,2
contagiousness,1.5,2,2
spoilt,1.5,2,2
disparage,1.5,2,2
botch,1.5,2,2
furor,1.5,2,2
scalper,1.5,2,2
illiteracy,1.5,2,2
melodramatic,1.5,2,2
revilement,1.5,2,2
fiery,1.5,2,2
nuisance,1.5,2,2
misfortune,1.5,2,2
gaudiness,1.5,2,2
congestive,1.5,2,3
flood,1.5,2,3
unluckiness,1.5,2,1
configuration,1.5,2,3
contagion,1.5,2,2
haggardly,1.5,2,2
misreport,1.5,2,2
ballistics,1.5,2,3
breakup,1.5,2,2
suffer,1.5,2,2
embarrassing,1.5,2,2
trickily,1.5,2,2
berate,1.5,2,2
thorny,1.5,2,2
blusterous,1.5,2,3
draconian,1.5,2,2
abandonment,1.5,2,2
antivaxxer,1.5,2,2
contaminated,1.5,2,2
deaden,1.5,2,2
razorblade,1.5,2,2
acerbate,1.5,2,2
disintegrative,1.5,2,2
militarism,1.5,2,2
infirmity,1.5,2,2
retouch,1.5,2,2
flirt,1.5,2,2
debacle,1.5,2,2
cyborg,1.5,2,3
zealot,1.5,2,3
roadrage,1.5,2,2
malarial,1.5,2,2
bullheadedness,1.5,2,2
revengefully,1.5,2,3
irrepressibly,1.5,2,2
disagreeability,1.5,2,2
spammers,1.5,2,2
incessantness,1.5,2,2
sick,1.5,2,2
elope,1.5,2,2
tapeworm,1.5,2,2
unruly,1.5,2,2
respirator,1.5,2,2
hardheartedness,1.5,2,3
squander,1.5,2,2
pressurizer,1.5,2,2
aviate,1.5,2,3
voyeuristic,1.5,2,2
bullfight,1.5,2,2
formalization,1.5,2,3
unapproachable,1.5,2,1
futileness,1.5,2,2
dependency,1.5,2,1
unresponsive,1.5,2,2
batty,1.5,2,2
needy,1.5,2,1
frau,1.5,2,2
certifiable,1.5,2,2
faerie,1.5,2,2
watchfulness,1.5,2,2
contraband,1.5,2,2
incision,1.5,2,2
torrent,1.5,2,2
lewd,1.5,2,2
abduction,1.5,2,0
bellower,1.5,2,2
overcompensate,1.5,2,2
unwarily,1.5,2,2
boisterous,1.5,2,1
dissection,1.5,2,2
coercive,1.5,2,2
unbridled,1.5,2,2
unrest,1.5,2,2
reasonably,1.5,2,2
raucousness,1.5,2,2
spitter,1.5,2,2
inadvisable,1.5,2,2
lecherously,1.5,2,2
gunned,1.5,2,2
unsustainable,1.5,2,2
ramshackle,1.5,2,2
counterterrorist,1.5,2,2
hotheadedly,1.5,2,2
unrealizable,1.5,2,1
stalk,1.5,2,2
groupie,1.5,2,2
worries,1.5,2,2
grovel,1.5,2,2
febrile,1.5,2,2
transduction,1.5,2,2
bribe,1.5,2,2
debauch,1.5,2,2
apprehensibility,1.5,2,2
fitfulness,1.5,2,2
inhumanely,1.5,2,2
consumptive,1.5,2,2
sicko,1.5,2,2
overshoot,1.5,2,2
voodoo,1.5,2,1
unsecured,1.5,2,2
gargoyle,1.5,2,2
parasitical,1.5,2,2
bicker,1.5,2,2
overloud,1.5,2,2
impending,1.5,2,2
censorship,1.5,2,2
flinch,1.5,2,2
troubled,1.5,2,2
overzealousness,1.5,2,2
sniveling,1.5,2,2
interception,1.5,2,1
buzzed,1.5,2,2
abandoned,1.5,2,1
crusade,1.5,2,2
underproduction,1.5,2,2
queasiness,1.5,2,2
scrounge,1.5,2,2
rethink,1.5,2,2
spy,1.5,2,2
letdown,1.5,2,2
seduction,1.5,2,2
pissesmeoff,1.5,2,2
insurgent,1.5,2,2
overgrowth,1.5,2,3
mosquito,1.5,2,2
edema,1.5,2,2
drained,1.5,2,2
killable,1.5,2,2
punched,1.5,2,2
overrule,1.5,2,2
provocateur,1.5,2,2
puncture,1.5,2,3
disorderliness,1.5,2,2
lamenter,1.5,2,2
diabolic,1.5,2,2
gun,1.5,2,2
antagonize,1.5,2,2
guinea,1.5,2,3
persecutor,1.5,2,2
counterattack,1.5,2,2
witchlike,1.5,2,3
overprice,1.5,2,1
unethically,1.5,2,2
airframe,1.5,2,3
goggled,1.5,2,3
libelous,1.5,2,2
weepy,1.5,2,2
discomfort,1.5,2,2
galvanic,1.5,2,3
indefensibleness,1.5,2,2
penalize,1.5,2,2
mage,1.5,2,3
hyper,1.5,2,2
attach,1.5,2,2
debasement,1.5,2,2
yelling,1.5,2,2
sinful,1.5,2,2
undrinkable,1.5,2,2
mudslinging,1.5,2,2
unsympathetic,1.5,2,3
viper,1.5,2,3
overbought,1.5,2,2
dare,1.5,2,2
bloated,1.5,2,2
restrain,1.5,2,2
whistleblower,1.5,2,2
skimp,1.5,2,2
forcible,1.5,2,2
pitfall,1.5,2,2
staphylococcal,1.5,2,3
flagellated,1.5,2,2
compulsiveness,1.5,2,2
overprotective,1.5,2,2
congestion,1.5,2,2
bigamy,1.5,2,3
larceny,1.5,2,2
aggressiveness,1.5,2,2
shamed,1.5,2,2
derision,1.5,2,2
outrace,1.5,2,3
truancy,1.5,2,2
decrepit,1.5,2,2
abort,1.5,2,2
hemorrhoid,1.5,2,2
nasty,1.5,2,2
histrionic,1.5,2,1
punitively,1.5,2,2
burglarproof,1.5,2,2
mescaline,1.5,2,2
lose,1.5,2,2
worsen,1.5,2,2
bureaucracy,1.5,2,2
execute,1.49,1,1
commotion,1.47,1,1
swollen,1.47,1,1
speedball,1.46,1,2
heaviness,1.46,1,1
unfaithfulness,1.46,1,1
downcast,1.46,1,2
underhandedly,1.46,1,2
irresolution,1.46,1,1
screwy,1.46,1,1
innards,1.46,1,3
rupture,1.46,1,2
frankenstein,1.46,1,2
inaccuracy,1.46,1,1
emasculated,1.45,1,2
bondage,1.45,1,2
direly,1.45,1,2
alone,1.45,1,2
pesticide,1.45,1,1
zealotry,1.45,1,1
peevishly,1.45,1,1
imbecilic,1.45,1,2
tangled,1.44,1,1
unquiet,1.44,1,1
infernal,1.44,1,2
blockade,1.44,1,2
hysteric,1.44,1,2
truculent,1.44,1,2
heretic,1.44,1,2
charmer,1.44,1,2
battleground,1.44,1,1
hangry,1.44,1,1
indefensibility,1.44,1,2
roulette,1.44,1,2
astonishment,1.44,1,2
upset,1.44,1,1
accuser,1.44,1,2
muckraker,1.44,1,3
nationalistic,1.44,1,1
cyst,1.44,1,2
graceless,1.44,1,1
ultranationalist,1.44,1,2
unexpectedness,1.44,1,1
desecrater,1.44,1,0
goddamn,1.44,1,2
preventively,1.44,1,3
purposelessness,1.44,1,1
theatrics,1.44,1,1
oversensitive,1.44,1,1
detention,1.44,1,1
prelaunch,1.44,1,2
dishonestly,1.44,1,2
crime,1.44,1,2
desiccation,1.44,1,2
pox,1.44,1,2
jolt,1.44,1,1
infertile,1.44,1,3
newjob,1.44,1,3
sudden,1.44,1,2
vampire,1.44,1,2
doubtful,1.44,1,1
headlong,1.44,1,2
fib,1.44,1,2
anemia,1.44,1,2
extremely,1.44,1,3
quarrelsome,1.44,1,1
marginalize,1.44,1,2
unauthenticated,1.44,1,2
craziest,1.44,1,1
incompetency,1.44,1,1
firing,1.44,1,2
scorcher,1.44,1,2
whirlwind,1.44,1,2
boiling,1.44,1,2
intensify,1.44,1,1
exciting,1.44,1,1
retaliatory,1.44,1,2
infective,1.44,1,1
fluttery,1.44,1,2
unanticipated,1.44,1,1
costly,1.44,1,1
fiendishness,1.44,1,1
unacceptable,1.44,1,1
liquefaction,1.44,1,1
flighty,1.44,1,2
confined,1.44,1,2
contemptible,1.44,1,1
unresolved,1.44,1,1
deficiency,1.44,1,2
cursed,1.44,1,1
falsify,1.44,1,2
uptight,1.44,1,1
licentiousness,1.44,1,1
autocratically,1.44,1,2
sketchy,1.44,1,2
underfed,1.44,1,1
soldier,1.44,1,3
lightheadedness,1.44,1,2
smuggling,1.44,1,2
rant,1.44,1,2
shamefully,1.44,1,2
shiftlessness,1.44,1,1
afire,1.44,1,2
moneygrubber,1.44,1,2
controversially,1.44,1,2
pounced,1.44,1,1
reconciliation,1.44,1,2
plaintive,1.44,1,1
capitulate,1.44,1,2
venomousness,1.44,1,2
devilish,1.44,1,2
disgustingness,1.43,1,2
rebottle,1.43,1,2
consternate,1.43,1,2
slither,1.43,1,1
backyarder,1.43,1,2
marauder,1.43,1,2
uncharitably,1.43,1,1
suspiciously,1.43,1,1
hurryup,1.43,1,2
vacillation,1.43,1,2
typescript,1.43,1,2
cliff,1.43,1,2
sluttish,1.43,1,2
cuckoldry,1.43,1,2
controlling,1.43,1,1
greenhorn,1.43,1,2
pollute,1.43,1,2
unreliability,1.43,1,1
blunder,1.43,1,2
hesitated,1.43,1,1
homesickness,1.43,1,1
mumbo,1.43,1,2
cramped,1.43,1,1
happyheart,1.43,1,2
extraction,1.43,1,2
plagiarism,1.43,1,2
bony,1.43,1,2
fellate,1.43,1,2
shackle,1.43,1,2
viral,1.43,1,2
reeling,1.43,1,2
whereupon,1.43,1,2
irreconcilable,1.43,1,1
tearful,1.43,1,1
timewasters,1.43,1,2
hailer,1.43,1,2
pretentiousness,1.43,1,1
immunize,1.43,1,1
altercate,1.43,1,2
incompletion,1.43,1,2
cottonmouth,1.43,1,2
tightness,1.43,1,1
desexualize,1.43,1,2
featherhead,1.43,1,2
inflict,1.43,1,1
rigged,1.43,1,1
obstruction,1.43,1,2
beryllium,1.43,1,2
misclassify,1.43,1,2
parasite,1.43,1,2
overconfidence,1.43,1,2
lurch,1.43,1,1
floodway,1.43,1,2
improvidence,1.43,1,2
insurrectionary,1.43,1,2
rashly,1.43,1,1
unfeasibility,1.43,1,2
surmise,1.43,1,2
wigmaker,1.43,1,2
covetousness,1.43,1,1
expletive,1.43,1,2
adenoid,1.43,1,2
militancy,1.43,1,2
treasonable,1.43,1,2
heretical,1.43,1,1
immunodeficiency,1.43,1,2
overtiredness,1.43,1,2
retributive,1.43,1,1
misappropriation,1.43,1,2
uncorrectable,1.43,1,1
carries,1.43,1,2
extraditable,1.43,1,2
dour,1.43,1,2
incivility,1.43,1,1
pored,1.43,1,2
smash,1.43,1,2
aids,1.43,1,2
stinging,1.43,1,2
premature,1.43,1,1
parentless,1.43,1,1
unpeel,1.43,1,2
vilify,1.43,1,2
nutty,1.43,1,2
deface,1.43,1,2
lacerative,1.43,1,2
triggerman,1.43,1,2
intertribal,1.43,1,2
paratroop,1.43,1,2
transplantation,1.42,1,1
shirker,1.42,1,1
stayaway,1.42,1,1
unequipped,1.42,1,2
harlot,1.42,1,1
obsequious,1.42,1,1
topple,1.41,1,1
mishap,1.41,1,1
expel,1.4,1,2
tremendousness,1.4,1,2
heckle,1.4,1,2
criticize,1.4,1,2
upswing,1.4,1,2
vanquished,1.4,1,2
sadden,1.4,1,1
revoked,1.4,1,2
cliquishness,1.4,1,2
captivating,1.4,1,2
bawl,1.4,1,2
shout,1.4,1,1
drug,1.4,1,2
disorder,1.4,1,2
guardable,1.4,1,2
famished,1.4,1,2
spied,1.4,1,1
boisterously,1.4,1,2
spikiness,1.4,1,1
desecration,1.4,1,2
trouble,1.4,1,1
kremlin,1.4,1,0
adversely,1.4,1,1
formidable,1.4,1,2
depravedly,1.4,1,2
quicken,1.4,1,2
bleakly,1.4,1,1
unpurified,1.4,1,2
underhanded,1.4,1,1
fatalistic,1.4,1,1
ineffectuality,1.4,1,1
startling,1.4,1,1
snotty,1.4,1,2
hurriedly,1.4,1,2
insatiably,1.4,1,1
obtrusively,1.4,1,2
dehydrate,1.4,1,2
improvised,1.4,1,2
unpermitted,1.4,1,2
piracy,1.4,1,2
stricken,1.4,1,2
futility,1.4,1,2
cries,1.4,1,2
litigiousness,1.4,1,1
taskmistress,1.4,1,3
trafficking,1.4,1,2
embellisher,1.4,1,1
pinkeye,1.4,1,2
testy,1.4,1,2
misguided,1.4,1,1
bamboozlement,1.4,1,2
biopsy,1.4,1,1
hangman,1.4,1,1
chauvinism,1.4,1,1
capture,1.4,1,2
bloodshed,1.4,1,2
fretfulness,1.4,1,2
randy,1.4,1,3
impoliteness,1.4,1,1
scrappy,1.4,1,2
septic,1.4,1,2
crying,1.4,1,1
pester,1.4,1,1
micromanage,1.4,1,1
jitter,1.4,1,1
escalation,1.4,1,2
orthodontist,1.4,1,2
drencher,1.4,1,2
controvertibly,1.4,1,2
rockslide,1.4,1,2
gullibility,1.4,1,1
flammability,1.4,1,2
burlesque,1.4,1,1
confused,1.4,1,2
inject,1.4,1,1
accusatorial,1.4,1,2
enemy,1.4,1,2
hackle,1.4,1,2
caffeine,1.4,1,2
unhappiness,1.4,1,1
conspiratorial,1.4,1,2
troublemaker,1.4,1,1
falsified,1.4,1,2
elan,1.4,1,2
breadline,1.4,1,2
unwieldiness,1.4,1,3
grumpy,1.4,1,1
glumly,1.4,1,1
loudmouth,1.4,1,1
bastards,1.4,1,2
provocation,1.4,1,1
precariously,1.4,1,1
debriefing,1.4,1,2
lustful,1.4,1,1
squeamish,1.4,1,1
downhearted,1.4,1,1
criticality,1.4,1,1
entrap,1.4,1,2
unthankfully,1.4,1,2
bickerer,1.4,1,1
wrecked,1.4,1,2
battle,1.4,1,2
irritant,1.4,1,1
impulsive,1.4,1,2
deprived,1.4,1,2
